book_id,user_id,rating
25,24582,5
25,24845,4
25,25164,3
25,26145,3
25,26629,4
25,27612,5
25,27934,3
25,28158,5
25,28824,5
25,29819,4
25,30283,5
25,30313,4
25,30601,4
25,30944,4
25,31001,5
25,32055,4
25,32305,5
25,32592,4
25,32635,5
25,32635,5
25,32918,5
25,33065,5
25,33147,5
25,33697,3
25,33864,4
25,36099,5
25,40126,5
25,40468,5
25,41074,3
25,41318,5
25,43985,4
25,44243,4
25,45269,4
25,45554,3
25,47476,4
25,47800,5
25,48482,4
25,48559,5
25,48687,1
25,49298,5
25,50342,5
25,51065,5
25,51838,5
25,52036,2
25,52583,5
41,314,4
41,588,3
41,1136,3
41,2077,4
41,2487,3
41,3114,4
41,3662,4
41,5115,3
41,5379,3
41,6063,5
41,6323,3
41,6630,5
41,8388,4
41,8510,2
41,8669,4
41,10087,3
41,10140,3
41,10146,3
41,10249,5
41,10662,3
41,10792,5
41,11527,3
41,11927,5
41,12002,3
41,12471,2
41,12476,2
41,12946,3
41,13189,2
41,13282,3
41,13360,4
41,14285,2
41,16177,2
41,16576,4
41,16913,3
41,17663,5
41,18031,3
41,18053,4
41,18316,5
41,19729,4
41,19942,5
41,19984,5
41,21228,4
41,21713,1
41,21724,3
41,23603,3
41,24389,5
41,24499,4
41,24582,4
41,27267,5
41,28158,4
41,28767,3
41,29155,2
41,29644,5
41,29703,5
41,30283,5
41,30601,3
41,30681,5
41,30879,2
41,30944,5
41,31305,1
41,32055,3
41,32923,4
41,33697,4
41,33716,4
41,34531,3
41,35259,4
41,35326,3
41,35780,4
41,36099,5
41,36695,3
41,37035,5
41,37153,4
41,38082,4
41,40251,3
41,40490,4
41,40566,5
41,43300,4
41,43602,5
41,43985,4
41,45269,3
41,45493,5
41,46139,3
41,48291,4
41,48297,4
41,48687,5
41,49288,5
41,49289,5
41,49295,5
41,49297,5
41,49382,5
41,49830,5
41,50593,2
41,51166,4
41,51460,4
41,52036,1
41,52740,4
41,52929,4
41,53145,5
41,53292,5
41,53293,5
43,951,5
43,1169,5
43,2900,4
43,3662,5
43,3922,4
43,4536,3
43,5115,4
43,5272,3
43,5461,4
43,6063,3
43,6342,4
43,6630,2
43,7001,3
43,8167,2
43,8370,5
43,8484,3
43,8510,5
43,9246,2
43,9731,3
43,10140,3
43,10249,3
43,10509,2
43,10610,5
43,10944,4
43,11285,3
43,11692,4
43,11854,3
43,11868,5
43,12455,2
43,12471,4
43,12874,4
43,12946,5
43,13034,5
43,13282,5
43,13794,4
43,13991,4
43,14192,3
43,14248,5
43,14603,4
43,15547,2
43,15604,4
43,17228,5
43,17434,4
43,17643,1
43,17984,5
43,18313,4
43,19526,5
43,19729,5
43,19942,4
43,20406,3
43,20967,5
43,21217,4
43,21228,4
43,21487,4
43,21676,5
43,21733,3
43,22602,5
43,23576,3
43,23612,4
43,24326,5
43,24499,4
43,25164,4
43,25182,5
43,25840,5
43,26145,4
43,26629,4
43,26661,5
43,26718,4
43,27499,4
43,27834,4
43,28767,5
43,29703,5
43,30681,2
43,30794,3
43,32055,4
43,32338,4
43,32748,4
43,33065,4
43,33872,3
43,39423,5
43,42404,5
43,42574,4
43,45554,5
43,46421,5
43,47411,4
43,47800,5
43,48559,5
43,48687,5
43,49288,5
43,49289,5
43,49295,5
43,49297,5
43,49298,5
43,50096,5
43,50101,5
43,50102,5
43,50133,5
43,51480,1
43,51838,4
43,52036,5
58,1169,3
58,2324,5
58,3022,4
58,3087,5
58,3922,4
58,4536,2
58,5115,4
58,5272,4
58,5436,4
58,5461,5
58,5885,4
58,6063,3
58,6342,5
58,6634,4
58,7001,5
58,8484,4
58,8510,4
58,8579,3
58,8579,3
58,9011,2
58,9731,4
58,9771,5
58,10111,5
58,10140,4
58,10402,4
58,10751,2
58,11285,4
58,11691,4
58,11692,4
58,11868,3
58,11927,2
58,11945,5
58,12381,4
58,12455,4
58,12874,4
58,12946,5
58,13034,4
58,13282,4
58,13794,4
58,14207,5
58,14248,4
58,14546,5
58,15547,3
58,17228,5
58,17434,3
58,17566,4
58,17643,1
58,18857,5
58,19191,4
58,19526,5
58,19729,4
58,20406,4
58,21217,4
58,21228,2
58,21724,4
58,21733,3
58,22164,3
58,23576,4
58,24834,5
58,25164,5
58,26145,3
58,27834,5
58,27934,3
58,28824,4
58,29689,5
58,29819,4
58,30283,3
58,30601,5
58,30681,3
58,30794,4
58,31852,3
58,32055,3
58,32305,5
58,32338,4
58,32592,4
58,32635,3
58,33065,4
58,33697,5
58,33872,4
58,36099,4
58,36695,4
58,37284,2
58,37690,3
58,37855,4
58,38475,4
58,40126,5
58,41074,5
58,41318,4
58,42574,4
58,43622,4
58,45269,5
58,47411,3
58,47800,4
58,48559,5
58,50342,4
58,51460,5
58,51480,1
58,51838,4
58,52036,4
58,53292,5
80,439,4
80,1169,5
80,2487,4
80,2900,5
80,3005,4
80,3641,5
80,3662,5
80,3739,5
80,5379,5
80,5379,5
80,5461,4
80,6634,4
80,6698,3
80,8370,2
80,8440,4
80,8454,5
80,8510,4
80,8519,5
80,8669,4
80,9011,2
80,9246,3
80,9668,3
80,9722,3
80,9771,4
80,10111,5
80,10140,3
80,10249,5
80,10335,3
80,10610,4
80,11272,4
80,11408,3
80,11692,4
80,11868,2
80,11999,3
80,12455,5
80,12471,4
80,12861,5
80,12874,4
80,13378,5
80,13407,5
80,14207,3
80,14372,4
80,14603,5
80,16569,4
80,16576,5
80,16913,5
80,17228,5
80,17434,3
80,18100,5
80,18313,5
80,18798,3
80,19729,4
80,19942,5
80,21228,4
80,22164,5
80,22243,4
80,22534,5
80,23576,3
80,24389,5
80,24499,4
80,25048,4
80,25840,5
80,26097,4
80,26244,4
80,26579,4
80,27499,5
80,27612,5
80,27834,5
80,27934,3
80,28824,3
80,28831,5
80,29031,2
80,29123,3
80,30283,4
80,30601,4
80,30794,3
80,30944,3
80,31198,5
80,32305,4
80,32635,5
80,33065,4
80,35780,3
80,35982,5
80,36099,5
80,40126,5
80,40468,5
80,40490,5
80,41744,3
80,42404,4
80,42508,4
80,43037,4
80,44397,5
80,45493,5
80,46139,3
80,46147,5
80,47800,5
80,51166,5
80,51838,5
80,52036,5
80,53292,5
116,951,3
116,2324,5
116,3022,3
116,3087,3
116,3662,4
116,5115,4
116,5272,4
116,5436,4
116,5461,5
116,5629,3
116,5645,5
116,5885,4
116,6063,4
116,6342,3
116,6698,4
116,8178,4
116,8484,5
116,8510,5
116,8579,3
116,8669,4
116,9246,3
116,9668,3
116,9731,4
116,9771,5
116,10140,3
116,10146,4
116,10402,3
116,10610,3
116,11408,3
116,11445,5
116,11691,4
116,11692,3
116,11854,3
116,11868,3
116,12381,3
116,12455,3
116,12466,3
116,12476,3
116,12874,4
116,12946,5
116,13034,3
116,13794,5
116,14207,5
116,14248,4
116,14372,4
116,15604,3
116,17228,5
116,17566,4
116,17643,1
116,18313,3
116,19191,4
116,19729,3
116,20782,4
116,20848,5
116,21228,2
116,21487,3
116,21733,3
116,24143,4
116,25164,3
116,25840,4
116,26629,4
116,27499,5
116,27834,5
116,27934,2
116,28158,4
116,28767,2
116,29123,2
116,30313,5
116,30681,3
116,30794,5
116,32055,3
116,32305,3
116,32338,4
116,32592,4
116,32635,3
116,32918,4
116,33065,4
116,33872,4
116,36099,4
116,36695,5
116,38798,3
116,39423,4
116,39703,5
116,40126,5
116,41074,5
116,42404,3
116,42810,3
116,43622,4
116,45269,4
116,45493,4
116,45554,4
116,46139,4
116,47800,5
116,48559,5
116,49298,4
116,50999,3
116,51460,4
116,51480,1
116,51838,4
116,52036,5
187,2066,3
187,2077,2
187,2171,4
187,2487,3
187,3222,3
187,3362,3
187,3580,5
187,4071,2
187,4901,3
187,5115,3
187,5760,2
187,6016,2
187,6249,2
187,6630,3
187,6790,3
187,7406,4
187,7585,4
187,8484,3
187,9384,3
187,9771,5
187,10140,3
187,10249,5
187,10457,3
187,10610,4
187,11239,4
187,11382,2
187,11502,3
187,11691,3
187,11836,4
187,11911,5
187,14370,3
187,14585,4
187,15161,4
187,16569,5
187,16576,3
187,16913,3
187,17652,4
187,18031,3
187,18053,4
187,18165,5
187,18316,5
187,18884,5
187,19850,5
187,19984,5
187,20059,1
187,20332,2
187,20737,1
187,20991,4
187,21228,4
187,21237,2
187,21487,3
187,23004,5
187,23063,1
187,23497,5
187,23603,4
187,24011,3
187,24092,4
187,24845,3
187,26718,3
187,27540,3
187,27740,4
187,28343,2
187,28416,4
187,28767,3
187,30160,3
187,30879,1
187,31294,5
187,31305,4
187,32033,5
187,33716,1
187,34703,3
187,35157,4
187,35568,4
187,36995,4
187,37035,5
187,37284,4
187,37405,3
187,37855,4
187,38766,5
187,40251,3
187,41204,4
187,41318,3
187,41534,5
187,41577,5
187,42355,3
187,43985,2
187,44907,4
187,45588,5
187,46102,3
187,46133,5
187,48726,5
187,49752,4
187,49830,5
187,50753,3
187,50774,3
187,51166,5
187,51838,4
187,51936,2
187,52214,3
187,52469,5
214,202,5
214,314,4
214,589,4
214,1136,3
214,2077,3
214,2838,3
214,3114,4
214,3656,4
214,3982,4
214,5379,3
214,5759,3
214,5944,4
214,6063,4
214,6247,3
214,6323,3
214,6856,3
214,8060,3
214,8078,4
214,8388,4
214,8449,3
214,8696,4
214,9285,4
214,10087,3
214,10140,3
214,10249,5
214,10662,3
214,10792,5
214,11073,3
214,11502,3
214,11927,3
214,12476,3
214,12827,5
214,12982,4
214,13360,4
214,13629,4
214,13739,4
214,14411,3
214,15161,3
214,15194,3
214,16403,3
214,17207,4
214,18316,5
214,19171,5
214,19942,4
214,20243,3
214,21228,4
214,21599,4
214,24499,3
214,25320,4
214,25616,2
214,25872,5
214,28158,3
214,28407,3
214,30071,3
214,31159,3
214,31512,4
214,31941,5
214,32617,5
214,33697,2
214,34703,4
214,35259,4
214,35326,4
214,36308,3
214,37035,5
214,37153,3
214,37564,4
214,37690,4
214,38766,5
214,39618,5
214,41062,3
214,41105,5
214,41204,3
214,41318,2
214,41733,5
214,42213,4
214,43176,4
214,43727,5
214,44963,4
214,45071,3
214,45269,3
214,46102,3
214,46147,5
214,46479,4
214,46958,3
214,48282,4
214,48297,3
214,49152,4
214,49382,5
214,50289,5
214,50753,3
214,50774,5
214,51316,4
214,51452,2
214,51692,5
214,51834,3
214,52036,2
214,52556,4
214,52929,4
214,52965,3
214,53173,4
223,2066,3
223,3114,4
223,5115,4
223,5272,4
223,6247,5
223,6323,1
223,6630,4
223,7001,4
223,7212,3
223,7438,3
223,8090,3
223,8278,5
223,8484,2
223,9165,3
223,9384,3
223,10120,4
223,10140,2
223,10146,4
223,10246,3
223,11239,1
223,11527,4
223,11836,3
223,12002,3
223,12135,4
223,12466,4
223,12471,2
223,12476,3
223,12827,3
223,13000,4
223,13360,2
223,13629,3
223,14285,3
223,15194,3
223,16913,5
223,17652,4
223,17703,3
223,17747,4
223,18313,1
223,18316,5
223,19729,3
223,19984,5
223,20414,4
223,20991,5
223,21237,3
223,21676,5
223,23603,5
223,23768,3
223,24389,4
223,24845,5
223,25065,4
223,25485,3
223,25678,5
223,26496,3
223,26942,4
223,27512,2
223,28158,4
223,28824,3
223,28831,1
223,29037,3
223,29123,3
223,29155,3
223,31760,3
223,31941,5
223,32305,4
223,32748,3
223,32918,5
223,33147,5
223,33455,4
223,33697,4
223,33947,4
223,35111,5
223,35982,3
223,36121,3
223,36308,3
223,37153,4
223,37284,4
223,38082,5
223,38185,4
223,38766,3
223,38851,3
223,40468,4
223,40566,5
223,40841,3
223,41577,2
223,43554,3
223,43727,3
223,44171,5
223,44836,4
223,45493,4
223,48297,4
223,49830,5
223,50119,5
223,50399,4
223,50593,2
223,50753,3
223,50999,5
223,51460,3
223,51762,5
223,51838,4
223,52929,3
245,439,3
245,3005,5
245,3087,5
245,3263,3
245,3662,5
245,3922,5
245,4147,4
245,5115,4
245,5272,3
245,5461,5
245,6025,3
245,6252,5
245,6342,4
245,6630,3
245,7152,3
245,8096,4
245,8440,3
245,8579,3
245,8710,3
245,9011,2
245,9244,4
245,9806,3
245,9843,5
245,10111,5
245,10140,2
245,10249,4
245,10751,5
245,11239,2
245,11408,3
245,11692,3
245,11927,3
245,12471,5
245,12840,3
245,12874,4
245,12946,3
245,13544,5
245,13879,5
245,15020,4
245,15054,4
245,15318,3
245,15494,4
245,15838,4
245,16346,1
245,16569,3
245,16576,4
245,16913,5
245,17434,5
245,17663,5
245,18316,5
245,18361,5
245,18798,4
245,19729,3
245,19984,5
245,20406,5
245,20848,5
245,21217,3
245,23303,4
245,24389,3
245,24499,3
245,24845,3
245,25182,4
245,26097,4
245,26145,3
245,26718,4
245,27515,5
245,28831,5
245,29031,5
245,30184,5
245,30233,3
245,30871,5
245,30944,4
245,32419,5
245,32748,5
245,33065,4
245,33697,5
245,33864,5
245,33872,4
245,35780,5
245,36031,4
245,36099,5
245,37284,2
245,39423,5
245,40490,4
245,41282,5
245,41318,3
245,43985,3
245,45493,5
245,45811,3
245,46139,4
245,47746,5
245,47800,5
245,48291,5
245,48559,3
245,48687,5
245,48822,3
245,49298,3
245,49514,3
245,52036,3
245,53292,5
245,53293,5
263,1136,4
263,1169,3
263,2066,3
263,2487,3
263,2900,4
263,3580,5
263,3982,4
263,4827,3
263,5100,4
263,6247,4
263,6323,3
263,6630,4
263,7001,5
263,8440,3
263,8612,5
263,10140,3
263,10146,5
263,10335,3
263,10792,5
263,11191,4
263,11239,1
263,11997,5
263,12135,5
263,12466,5
263,12471,5
263,12476,3
263,12946,3
263,13112,4
263,13629,3
263,14293,4
263,14370,5
263,15186,4
263,16377,5
263,16569,5
263,16576,4
263,16913,5
263,17081,5
263,17329,3
263,17440,3
263,17652,4
263,17703,3
263,18031,4
263,18053,4
263,18316,5
263,18361,4
263,19171,5
263,19984,5
263,20243,3
263,23004,4
263,23497,5
263,23603,4
263,23776,2
263,24845,5
263,24962,5
263,25030,3
263,25182,5
263,25485,3
263,26181,4
263,26496,5
263,28416,4
263,29031,3
263,29155,4
263,29644,5
263,29900,4
263,29951,3
263,30290,4
263,30300,4
263,30513,4
263,30601,3
263,31001,5
263,31159,3
263,32199,5
263,32305,3
263,32419,5
263,32748,4
263,33207,4
263,33872,4
263,33947,5
263,35111,4
263,35982,3
263,37035,5
263,37153,3
263,37284,5
263,37714,5
263,38766,5
263,40251,4
263,40490,5
263,40566,5
263,41113,4
263,41577,5
263,45493,4
263,46139,4
263,47018,3
263,49298,5
263,49830,5
263,50753,4
263,50774,5
263,51166,4
263,53145,3
263,53292,5
298,368,3
298,588,4
298,1136,3
298,1185,3
298,1350,4
298,4536,2
298,6025,3
298,6698,3
298,7840,3
298,7979,5
298,8096,1
298,8178,4
298,8340,4
298,8454,3
298,8612,4
298,9125,2
298,9257,3
298,9357,5
298,9771,5
298,9806,3
298,10288,1
298,10297,3
298,10402,3
298,10907,5
298,11868,4
298,12668,3
298,13095,2
298,13195,3
298,13378,3
298,13991,3
298,14192,2
298,14248,3
298,14890,3
298,15054,3
298,15547,2
298,15935,5
298,16576,5
298,17222,3
298,17228,4
298,18053,5
298,18313,5
298,19191,4
298,19526,4
298,19942,3
298,21160,5
298,21217,4
298,21487,4
298,21724,4
298,23768,2
298,23892,4
298,24143,5
298,24962,5
298,25214,5
298,25415,4
298,27612,5
298,28158,3
298,28923,5
298,29155,3
298,29689,4
298,30184,5
298,30794,3
298,31198,5
298,32033,4
298,32055,4
298,32338,3
298,33697,4
298,33864,5
298,35326,4
298,36664,5
298,36695,4
298,38067,3
298,38446,2
298,38475,3
298,38798,4
298,38865,4
298,39452,5
298,39703,5
298,40468,4
298,40975,5
298,41074,5
298,42404,5
298,43037,5
298,43602,4
298,43622,4
298,45493,4
298,45554,4
298,45593,3
298,46139,4
298,46212,3
298,46472,4
298,47411,3
298,47478,2
298,48050,4
298,48440,4
298,49298,2
298,49382,3
298,50593,4
298,51480,1
298,52036,3
298,52929,4
356,725,5
356,2171,4
356,2838,3
356,3114,3
356,3246,3
356,3580,3
356,3688,4
356,3982,2
356,5152,3
356,5272,4
356,5379,5
356,6323,1
356,9145,3
356,9384,3
356,10087,3
356,10288,1
356,10610,4
356,11239,2
356,11408,2
356,11502,4
356,11527,5
356,11836,3
356,11911,5
356,11999,3
356,12476,3
356,12946,2
356,13000,4
356,13629,3
356,14222,2
356,14575,3
356,15010,5
356,15767,5
356,15791,2
356,16569,3
356,17081,4
356,17652,4
356,17678,2
356,17703,5
356,17747,3
356,18100,4
356,19729,4
356,19984,5
356,20332,2
356,22243,5
356,23603,5
356,24092,4
356,24845,5
356,25214,5
356,25485,5
356,25678,3
356,26145,3
356,26181,4
356,26400,5
356,26496,5
356,26579,3
356,27585,5
356,27612,5
356,28416,3
356,28452,3
356,28831,3
356,29031,3
356,29037,4
356,29951,3
356,30300,4
356,30513,3
356,31198,4
356,31305,5
356,31996,4
356,32419,3
356,34363,3
356,34464,5
356,35568,4
356,35739,5
356,35982,4
356,37284,5
356,37855,4
356,38082,3
356,38766,5
356,40490,4
356,41318,3
356,41577,3
356,43176,4
356,43887,3
356,46147,5
356,46958,3
356,48291,4
356,48297,4
356,48450,3
356,48482,3
356,48687,5
356,49184,3
356,49298,4
356,50444,5
356,50715,5
356,50753,4
356,50774,4
356,51612,5
356,52214,3
356,52965,3
356,53292,5
375,439,3
375,2487,3
375,3087,2
375,3739,4
375,3827,2
375,3922,4
375,4147,3
375,5379,4
375,5461,4
375,6063,4
375,6252,3
375,6342,3
375,6634,4
375,6698,4
375,7563,5
375,7970,5
375,7999,4
375,8096,3
375,8167,2
375,8178,5
375,8440,2
375,8454,4
375,8519,4
375,8579,3
375,9125,3
375,9165,5
375,9244,5
375,9246,2
375,9257,4
375,9668,3
375,9731,2
375,9771,5
375,10111,3
375,10146,4
375,10335,3
375,10402,3
375,10792,5
375,10944,5
375,11285,3
375,11545,4
375,11691,4
375,11927,3
375,13095,2
375,13407,4
375,14222,4
375,14235,5
375,14372,3
375,14936,3
375,15054,3
375,15494,3
375,15547,4
375,15889,3
375,16346,3
375,16569,5
375,16576,5
375,17566,3
375,18493,3
375,19191,4
375,19729,3
375,20406,4
375,20967,5
375,21733,1
375,21781,4
375,24143,5
375,24567,4
375,25182,1
375,25278,4
375,27834,5
375,27934,4
375,29689,3
375,29732,4
375,30283,4
375,30794,4
375,30833,5
375,30944,4
375,31198,4
375,32055,3
375,32305,4
375,32592,4
375,33697,3
375,36695,3
375,38798,4
375,39703,5
375,40126,4
375,40490,5
375,41074,3
375,41282,4
375,42404,4
375,42574,5
375,42810,3
375,43602,4
375,43622,4
375,45554,3
375,45811,3
375,47411,3
375,47800,5
375,48440,4
375,48559,5
375,51460,4
375,51838,3
473,1088,4
473,1354,2
473,1952,3
473,2066,2
473,2271,5
473,3241,3
473,3362,3
473,3641,5
473,3922,3
473,4280,4
473,4816,3
473,5812,4
473,6097,3
473,6249,4
473,7610,3
473,7857,3
473,7976,3
473,8043,4
473,8286,4
473,8710,3
473,8833,2
473,8909,4
473,9246,2
473,9668,4
473,10309,4
473,11945,5
473,12476,4
473,12771,4
473,13163,2
473,13391,4
473,14136,4
473,14149,4
473,14285,3
473,14603,3
473,14873,3
473,14901,4
473,14943,3
473,15037,3
473,15194,3
473,15567,5
473,15626,5
473,16123,1
473,16129,4
473,16330,4
473,17458,2
473,17475,4
473,17652,4
473,18068,5
473,18179,5
473,18199,5
473,18361,4
473,18433,4
473,18550,4
473,18908,4
473,19123,5
473,19758,2
473,21558,3
473,21823,5
473,22572,4
473,23213,4
473,23498,4
473,23722,4
473,24288,4
473,24326,4
473,24396,3
473,25931,3
473,26282,5
473,27027,2
473,29502,2
473,29819,2
473,30160,4
473,30833,4
473,32748,3
473,32773,5
473,33872,3
473,33890,3
473,34083,4
473,34147,3
473,34859,3
473,35024,3
473,35329,4
473,35780,3
473,35866,3
473,36667,5
473,37127,4
473,37549,4
473,37564,3
473,37754,5
473,39266,4
473,40115,4
473,41145,4
473,41240,5
473,41861,5
473,44305,4
473,44694,1
473,45935,2
473,48440,4
473,52007,4
473,52012,4
473,52344,4
561,35,3
561,274,4
561,951,5
561,1088,4
561,1185,4
561,2171,4
561,2276,4
561,2283,5
561,3050,4
561,3087,5
561,3114,3
561,3263,5
561,3662,4
561,3688,4
561,3922,5
561,4606,3
561,5461,4
561,5636,5
561,6016,4
561,6025,5
561,6323,3
561,6698,3
561,6715,5
561,8090,2
561,8454,3
561,8510,5
561,8569,3
561,8612,3
561,8749,4
561,9011,3
561,9244,4
561,9357,4
561,9668,2
561,10120,3
561,10146,4
561,10249,4
561,10335,3
561,10792,5
561,11191,4
561,11272,3
561,11999,3
561,12193,4
561,12455,2
561,12471,5
561,12946,3
561,13095,5
561,13112,5
561,13544,4
561,14936,3
561,15054,4
561,15318,3
561,15889,4
561,16377,5
561,16573,4
561,16576,5
561,17329,3
561,17359,5
561,18179,4
561,18313,2
561,18857,5
561,19171,5
561,21543,4
561,22534,5
561,23768,4
561,23962,3
561,24092,4
561,24326,4
561,24609,4
561,24845,5
561,25678,5
561,26496,5
561,26942,5
561,27512,4
561,27515,5
561,29951,3
561,30879,5
561,33455,5
561,33947,5
561,34882,4
561,35568,4
561,36099,4
561,37855,5
561,38851,4
561,39618,4
561,40251,5
561,40317,2
561,40490,5
561,41318,3
561,41577,2
561,42568,3
561,43949,5
561,43985,4
561,44650,4
561,45493,5
561,45811,4
561,47478,2
561,48809,4
561,49298,3
561,53292,5
561,53293,5
707,1634,3
707,2047,4
707,3757,3
707,3796,4
707,4280,3
707,6035,5
707,6329,5
707,6630,4
707,6728,5
707,7001,4
707,7257,4
707,8519,2
707,9244,2
707,11317,3
707,11382,4
707,11577,4
707,11836,2
707,11839,4
707,11911,5
707,12946,4
707,13000,4
707,13019,3
707,13629,4
707,14370,4
707,14543,4
707,14727,4
707,15186,3
707,15258,2
707,15318,3
707,15522,3
707,15838,5
707,16346,4
707,16569,4
707,17010,4
707,17081,5
707,17434,5
707,18053,4
707,18179,5
707,18316,5
707,18884,5
707,19123,1
707,19715,4
707,20332,4
707,20737,3
707,21028,3
707,21106,4
707,21257,3
707,21558,3
707,21739,4
707,21861,3
707,23086,5
707,23576,5
707,23603,5
707,24011,3
707,24834,4
707,24962,5
707,25340,2
707,25678,4
707,26181,5
707,26388,4
707,26496,3
707,26718,4
707,27370,2
707,28178,5
707,28416,4
707,28943,4
707,29627,2
707,29900,4
707,29951,3
707,30290,5
707,30513,3
707,31294,3
707,32759,5
707,35024,4
707,35105,3
707,37405,4
707,37690,4
707,37714,3
707,37754,5
707,38308,4
707,40251,4
707,40490,4
707,40897,3
707,41318,1
707,41534,4
707,41967,3
707,44937,1
707,45071,3
707,45493,5
707,45811,3
707,46421,5
707,46422,3
707,47746,5
707,48269,4
707,48291,5
707,49202,3
707,49298,3
707,50715,5
707,50753,5
707,53292,5
800,1339,2
800,3688,4
800,4005,1
800,4897,3
800,5076,5
800,5593,5
800,6715,5
800,7867,4
800,7973,5
800,8352,4
800,8422,5
800,8570,4
800,8612,3
800,10503,3
800,10751,3
800,11285,3
800,11421,3
800,11445,4
800,12840,4
800,12874,4
800,13073,4
800,13249,4
800,13794,3
800,14468,3
800,14727,5
800,15020,4
800,15082,5
800,15204,4
800,16377,5
800,19290,4
800,19481,2
800,19541,4
800,20221,4
800,20332,1
800,20991,5
800,21728,3
800,21759,3
800,21781,3
800,22164,3
800,22611,4
800,22719,4
800,23594,3
800,24143,4
800,24344,4
800,25164,4
800,25340,4
800,25798,4
800,26265,2
800,27131,3
800,28297,4
800,28414,5
800,28540,4
800,28863,4
800,29489,3
800,29732,5
800,29832,4
800,30601,5
800,31387,5
800,31655,3
800,32055,3
800,32338,4
800,32622,5
800,33037,2
800,33212,5
800,33633,4
800,34284,5
800,34572,4
800,34882,5
800,35568,5
800,35780,5
800,36073,3
800,36984,3
800,37127,4
800,38130,5
800,38185,4
800,38798,2
800,38996,4
800,39423,3
800,39452,5
800,39600,4
800,39703,5
800,39857,5
800,40201,5
800,40418,3
800,40820,3
800,40827,4
800,41282,5
800,41319,5
800,41402,3
800,42613,5
800,43139,3
800,43371,4
800,43522,4
800,44046,5
800,44121,5
800,45593,4
800,47478,4
800,51511,4
800,51936,3
800,51965,2
808,230,4
808,883,3
808,1064,4
808,3114,4
808,3314,4
808,4242,5
808,5152,4
808,5917,3
808,5944,4
808,6000,3
808,6397,4
808,6630,3
808,6867,4
808,7563,3
808,7715,4
808,7972,5
808,8449,4
808,8510,5
808,8828,5
808,9059,4
808,9322,5
808,9489,2
808,9971,5
808,10288,5
808,10335,4
808,10503,4
808,11223,4
808,12455,1
808,12827,4
808,14543,5
808,14580,4
808,14594,4
808,14817,3
808,15007,5
808,15791,4
808,15838,4
808,16576,5
808,16913,3
808,17193,4
808,17329,3
808,17398,4
808,17617,3
808,17748,4
808,18316,5
808,18696,5
808,18767,4
808,18884,5
808,19729,4
808,19868,3
808,20332,4
808,20532,5
808,20634,5
808,20991,5
808,21150,5
808,21316,4
808,21833,4
808,22440,4
808,22905,4
808,23175,5
808,23481,3
808,23776,3
808,24092,4
808,24383,4
808,24499,4
808,24598,5
808,25940,5
808,27448,3
808,27492,4
808,27679,3
808,27809,5
808,28313,5
808,28416,4
808,28459,4
808,29123,3
808,29132,5
808,29562,5
808,30711,5
808,31294,4
808,32419,3
808,32622,5
808,32745,4
808,32952,5
808,33037,2
808,33455,4
808,33633,4
808,33697,3
808,34531,5
808,35568,4
808,39552,5
808,40251,3
808,43371,3
808,44397,4
808,44462,5
808,45688,5
808,47408,5
808,48269,4
808,51316,4
808,51762,4
808,51805,4
808,52322,3
